ID   , holiday                  , temp   , rain_1h, snow_1h, clouds_all, weather_main, Rush Hour, traffic_volume
19160,                          , 282.58 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4549
 1010,                          , 279.86 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           5246
 5227,                          , 275.78 ,    0.0 ,    0.0 ,         90, Clouds      ,         1,           5210
23066,                          , 290.83 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            803
15851,                          , 301.72 ,    0.0 ,    0.0 ,         24, Clouds      ,         1,           4948
31273,                          , 269.95 ,    0.0 ,    0.0 ,          1, Snow        ,         0,           5505
 6856,                          , 287.71 ,    1.44,    0.0 ,         92, Rain        ,         0,           5162
28465,                          , 274.48 ,    0.0 ,    0.0 ,          1, Mist        ,         1,           2833
17890,                          , 296.33 ,    2.38,    0.0 ,         90, Thunderstorm,         0,            396
16580,                          , 296.01 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           2056
30440,                          , 274.02 ,    0.0 ,    0.0 ,         90, Mist        ,         1,           4109
20735,                          , 267.15 ,    0.0 ,    0.0 ,         90, Haze        ,         0,            539
38474,                          , 277.68 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           2100
 4931,                          , 277.22 ,    0.0 ,    0.0 ,         90, Mist        ,         1,           5289
13737,                          , 273.17 ,    0.25,    0.0 ,          1, Rain        ,         0,           2464
21396,                          , 278.41 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           1956
10360,                          , 274.0  ,    0.68,    0.0 ,         64, Snow        ,         0,           5133
31420,                          , 269.48 ,    0.0 ,    0.0 ,         90, Snow        ,         0,           1084
 5358,                          , 268.95 ,    0.0 ,    0.0 ,          0, Clear       ,         0,            356
 8493,                          , 298.53 ,    0.0 ,    0.0 ,          0, Clear       ,         0,           4519
 5050,                          , 274.26 ,    0.0 ,    0.0 ,         90, Mist        ,         1,           5988
32415,                          , 275.96 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            362
19898,                          , 274.22 ,    0.0 ,    0.0 ,          1, Fog         ,         0,            335
10783,                          , 276.793,    0.0 ,    0.0 ,         64, Clouds      ,         0,            614
11880,                          , 264.41 ,    2.54,    0.0 ,         90, Rain        ,         1,           2827
11653,                          , 255.7  ,    0.0 ,    0.0 ,         64, Snow        ,         0,           2517
47486,                          , 293.13 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4853
46332,                          , 292.01 ,    0.0 ,    0.0 ,         90, Rain        ,         1,           5853
46568,                          , 295.34 ,    0.0 ,    0.0 ,          5, Clear       ,         1,           4788
30654,                          , 273.86 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           2786
40900,                          , 265.72 ,    0.0 ,    0.0 ,         90, Clouds      ,         1,           3788
38944,                          , 279.15 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           3722
14308,                          , 283.44 ,    0.0 ,    0.0 ,         32, Clouds      ,         0,           2816
16269,                          , 293.32 ,    0.0 ,    0.0 ,          1, Mist        ,         0,            838
14030,                          , 284.38 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           1021
45624,                          , 295.24 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           2533
12749,                          , 271.65 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           6644
38579,                          , 275.02 ,    0.0 ,    0.0 ,         90, Fog         ,         0,           2914
 9569,                          , 276.12 ,    0.35,    0.0 ,         64, Rain        ,         1,           3867
42849,                          , 272.16 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           4750
14527,                          , 289.51 ,    0.25,    0.0 ,          1, Mist        ,         0,            474
42333,                          , 276.58 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           5044
42569,                          , 276.22 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           5405
17055,                          , 300.45 ,    0.0 ,    0.0 ,         40, Clouds      ,         1,           3945
 3332,                          , 258.9  ,    0.0 ,    0.0 ,         98, Clouds      ,         0,           1656
13859,                          , 279.7  ,    0.0 ,    0.0 ,         20, Clouds      ,         0,            555
31825,                          , 277.55 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           6691
22112,                          , 277.71 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           2666
39773,                          , 268.41 ,    0.0 ,    0.0 ,         90, Snow        ,         0,           3558
47207,                          , 287.59 ,    0.25,    0.0 ,          1, Rain        ,         0,           2106
 1775,                          , 278.85 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           4832
31685,                          , 266.65 ,    0.0 ,    0.0 ,         90, Snow        ,         0,           4431
11849,                          , 252.0  ,    0.0 ,    0.0 ,          1, Clear       ,         0,            233
 3875,                          , 262.43 ,    0.0 ,    0.0 ,         90, Fog         ,         0,            291
41334,                          , 258.8  ,    0.0 ,    0.0 ,          1, Clear       ,         0,           2463
31617,                          , 270.23 ,    0.0 ,    0.0 ,         40, Clouds      ,         1,           4672
24985,                          , 286.532,    0.0 ,    0.0 ,          0, Clear       ,         1,           1879
 5993,                          , 283.69 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4774
31680,                          , 265.0  ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           3406
 7070,                          , 291.35 ,    0.0 ,    0.0 ,          8, Clear       ,         0,            639
 7674,                          , 293.65 ,    5.59,    0.0 ,          8, Mist        ,         1,           2260
28483,                          , 272.02 ,    0.0 ,    0.0 ,          1, Mist        ,         0,            904
31506,                          , 281.9  ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           4127
32805,                          , 283.95 ,    0.0 ,    0.0 ,         90, Rain        ,         1,           5228
 1253,                          , 270.82 ,    0.0 ,    0.0 ,         20, Clouds      ,         1,           3842
46388,                          , 293.21 ,    0.0 ,    0.0 ,         75, Rain        ,         0,           4820
32310,                          , 281.65 ,    0.0 ,    0.0 ,         90, Mist        ,         0,            318
 2936,                          , 258.42 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           2298
37991,                          , 283.02 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           4782
37743,                          , 282.79 ,    0.0 ,    0.0 ,         75, Rain        ,         0,           5850
37847,                          , 287.35 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           4882
17183,                          , 295.46 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           4393
44553,                          , 290.82 ,    0.0 ,    0.0 ,         90, Fog         ,         0,            922
16426,                          , 295.32 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           3361
22158,                          , 277.8  ,    0.0 ,    0.0 ,         75, Rain        ,         1,           6284
44066,                          , 287.37 ,    0.0 ,    0.0 ,          1, Mist        ,         0,            308
36448,                          , 291.15 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            532
24624,                          , 298.64 ,    0.0 ,    0.0 ,         40, Clouds      ,         1,           3175
23523,                          , 291.32 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           3472
13457,                          , 278.21 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,            723
 4608,                          , 275.79 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           3235
29751,                          , 254.42 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            836
44378,                          , 297.15 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           4928
31662,                          , 267.03 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           5611
12119,                          , 253.4  ,    0.0 ,    0.0 ,          1, Clear       ,         1,           1653
19324,                          , 288.44 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           5226
36260,                          , 290.65 ,    0.0 ,    0.0 ,          1, Mist        ,         0,           1045
22222,                          , 271.36 ,    0.0 ,    0.0 ,         90, Snow        ,         0,           2632
21446,                          , 273.51 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,            266
20831,                          , 271.22 ,    0.0 ,    0.0 ,         90, Haze        ,         0,           4326
35632,                          , 297.75 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           6359
 9200,                          , 297.8  ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4724
  340,                          , 289.15 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           5813
30347,                          , 275.75 ,    0.0 ,    0.0 ,         90, Drizzle     ,         1,           4268
 7766,                          , 305.45 ,    0.0 ,    0.0 ,         20, Clouds      ,         1,           3943
21047,                          , 265.37 ,    0.0 ,    0.0 ,          1, Mist        ,         0,           2981
44278,                          , 288.29 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           1060
21816,                          , 284.74 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           5085
39203,                          , 279.42 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           1313
46900,                          , 292.15 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           4794
24172,                          , 290.3  ,    0.0 ,    0.0 ,         36, Clouds      ,         0,            301
36154,                          , 286.79 ,    0.0 ,    0.0 ,         90, Fog         ,         1,           6038
41341,                          , 257.86 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,            882
46702,                          , 298.79 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           4478
44033,                          , 288.65 ,    0.0 ,    0.0 ,         40, Rain        ,         1,           3736
42962,                          , 275.44 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           5705
23142,                          , 294.32 ,    0.0 ,    0.0 ,         40, Clouds      ,         1,           4046
 6447,                          , 287.08 ,    0.0 ,    0.0 ,         90, Clouds      ,         1,           3473
30210,                          , 272.75 ,    0.0 ,    0.0 ,          1, Mist        ,         0,            486
13929,                          , 283.02 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           2176
11847,                          , 252.73 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            459
10451,                          , 253.13 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            374
12367,                          , 276.86 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           6660
23896,                          , 289.26 ,    0.0 ,    0.0 ,         75, Rain        ,         1,           6459
46963,                          , 293.66 ,    1.02,    0.0 ,         90, Thunderstorm,         0,            387
13162,                          , 267.7  ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           1420
38793,                          , 267.29 ,    0.0 ,    0.0 ,          5, Clear       ,         0,           5261
18392,                          , 287.32 ,    0.51,    0.0 ,         90, Drizzle     ,         1,           3695
  106,                          , 275.65 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,            312
23107,                          , 287.35 ,    0.0 ,    0.0 ,         75, Smoke       ,         1,           4085
 1839,                          , 272.24 ,    0.0 ,    0.0 ,         90, Snow        ,         0,            268
34565,                          , 299.62 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           3312
20332,                          , 262.17 ,    0.0 ,    0.0 ,         40, Mist        ,         0,           4150
25825,                          , 298.25 ,    0.0 ,    0.0 ,          8, Clear       ,         0,           5343
37301,                          , 296.07 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           2485
 4748,                          , 265.77 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           5739
18183,                          , 287.12 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           2017
13704,                          , 274.54 ,    0.27,    0.0 ,         90, Rain        ,         0,           4827
34495,                          , 292.42 ,    0.0 ,    0.0 ,         75, Clouds      ,         1,           6242
 6758,                          , 284.69 ,    0.0 ,    0.0 ,         92, Mist        ,         0,            321
29270,                          , 255.37 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            254
34450,                          , 292.88 ,    0.0 ,    0.0 ,          1, Mist        ,         0,            658
15109,                          , 290.88 ,    0.0 ,    0.0 ,          0, Clear       ,         0,            444
26554,                          , 297.93 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4290
37583,                          , 279.86 ,    0.0 ,    0.0 ,          1, Mist        ,         0,           1544
46805,                          , 290.64 ,    0.0 ,    0.0 ,          1, Mist        ,         1,           2987
45803,                          , 295.28 ,    0.0 ,    0.0 ,         75, Mist        ,         1,           5288
15429,                          , 294.51 ,    0.0 ,    0.0 ,         80, Fog         ,         0,            518
43528,                          , 289.72 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4739
 1004,                          , 276.29 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           5614
22162,                          , 277.79 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           4733
47406,                          , 296.41 ,    0.51,    0.0 ,         90, Mist        ,         0,           4652
30636,                          , 273.21 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,            927
 8707,                          , 301.09 ,    0.0 ,    0.0 ,          0, Clear       ,         1,           4016
27627,                          , 278.762,    0.0 ,    0.0 ,         36, Clouds      ,         0,           4432
27617,                          , 277.635,    0.0 ,    0.0 ,         80, Clouds      ,         0,            325
45676,                          , 296.66 ,    0.0 ,    0.0 ,          1, Rain        ,         0,            320
17226,                          , 294.11 ,    0.0 ,    0.0 ,          1, Rain        ,         0,            407
  816,                          , 275.9  ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           5073
26773,                          , 290.25 ,    0.0 ,    0.0 ,          0, Clear       ,         0,           2821
46209,                          , 296.86 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           5400
19865,                          , 272.65 ,    0.0 ,    0.0 ,         90, Mist        ,         0,            344
27135,                          , 280.091,    0.0 ,    0.0 ,          0, Clear       ,         0,           5668
15761,                          , 295.41 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,            460
30181,                          , 271.35 ,    0.0 ,    0.0 ,          1, Mist        ,         1,           5410
32653,                          , 281.75 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,            331
44401,                          , 293.62 ,    0.0 ,    0.0 ,          1, Clear       ,         1,           2392
25361,                          , 296.28 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           1967
45723,                          , 296.89 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           2203
19299,                          , 280.15 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            486
30877,                          , 260.42 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           2706
 5623,                          , 287.63 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4780
47823,                          , 289.05 ,    1.86,    0.0 ,         90, Rain        ,         0,            401
20580,                          , 251.95 ,    0.0 ,    0.0 ,          1, Clear       ,         1,           5207
 6159,                          , 286.36 ,    0.0 ,    0.0 ,         90, Rain        ,         1,           2802
10660,                          , 260.65 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           1144
13445,                          , 281.56 ,    0.0 ,    0.0 ,         75, Clouds      ,         1,           4117
22824,                          , 278.75 ,    0.0 ,    0.0 ,         90, Drizzle     ,         1,           5321
32593,                          , 276.42 ,    0.0 ,    0.0 ,         75, Drizzle     ,         0,           2624
40315,                          , 255.93 ,    0.0 ,    0.0 ,         40, Clouds      ,         1,           6017
35215,                          , 294.68 ,    0.0 ,    0.0 ,         40, Rain        ,         0,           1172
11969,                          , 256.8  ,    0.0 ,    0.0 ,          1, Clear       ,         0,            230
14612,                          , 299.01 ,    0.0 ,    0.0 ,         56, Clouds      ,         0,           3931
14633,                          , 298.86 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           3671
30758,                          , 269.61 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           3850
20810,                          , 272.08 ,    0.0 ,    0.0 ,         90, Snow        ,         0,           3865
30850,                          , 267.15 ,    0.0 ,    0.0 ,         90, Clouds      ,         1,           5784
 2522,                          , 264.0  ,    0.0 ,    0.0 ,         40, Haze        ,         0,           4644
16293,                          , 298.38 ,    0.0 ,    0.0 ,         75, Thunderstorm,         0,            729
37775,                          , 281.07 ,    0.0 ,    0.0 ,          1, Fog         ,         1,           6727
19976,                          , 277.08 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           4440
 6334,                          , 283.5  ,    0.0 ,    0.0 ,         90, Rain        ,         0,           5248
21502,                          , 273.15 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           7118
36884,                          , 295.07 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,            441
28330,                          , 274.22 ,    0.0 ,    0.0 ,         90, Rain        ,         1,           3189
41863,                          , 265.51 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            348
 4902,                          , 278.39 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           1124
18540,                          , 291.49 ,    1.35,    0.0 ,         90, Drizzle     ,         0,            879
22426,                          , 280.22 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           1003
20104,                          , 271.59 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            309
16515,                          , 291.46 ,    0.0 ,    0.0 ,         40, Mist        ,         0,           5456
  541,                          , 285.99 ,    0.0 ,    0.0 ,        100, Mist        ,         0,            408
10204,                          , 259.98 ,    0.0 ,    0.0 ,         64, Clouds      ,         0,            792
40888,                          , 270.8  ,    0.0 ,    0.0 ,         90, Mist        ,         0,           1246
 5441,                          , 273.89 ,    0.0 ,    0.0 ,         90, Mist        ,         1,           4641
 4892,                          , 280.86 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           6524
 7305,                          , 297.85 ,    0.0 ,    0.0 ,         92, Clouds      ,         0,           4450
 9042,                          , 295.65 ,    0.0 ,    0.0 ,         40, Clouds      ,         1,           6259
15712,                          , 297.79 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           5611
 3023,                          , 264.55 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           5398
45131,                          , 290.75 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           4346
 2006,                          , 267.93 ,    0.0 ,    0.0 ,         40, Haze        ,         0,           2868
28739,                          , 274.9  ,    0.0 ,    0.0 ,         90, Clouds      ,         1,           2943
37231,                          , 283.94 ,    0.0 ,    0.0 ,         75, Clouds      ,         1,           2965
47319,                          , 298.66 ,    0.25,    0.0 ,         75, Rain        ,         0,           4330
45385,                          , 292.16 ,    0.0 ,    0.0 ,          1, Mist        ,         0,            365
 8613,                          , 301.81 ,    0.0 ,    0.0 ,         48, Clouds      ,         0,           6129
28785,                          , 273.02 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           4963
45329,                          , 292.35 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,            353
11588,                          , 276.793,    0.0 ,    0.0 ,         64, Clouds      ,         0,           1236
28180,                          , 280.5  ,    0.0 ,    0.0 ,         90, Drizzle     ,         1,           5892
33893,                          , 283.15 ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,           4689
32912,                          , 276.1  ,    0.0 ,    0.0 ,          1, Mist        ,         0,            331
13716,                          , 271.8  ,    0.64,    0.0 ,         90, Rain        ,         0,            312
11565,                          , 276.793,    0.0 ,    0.0 ,         64, Clouds      ,         0,            690
23493,                          , 295.67 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           5922
25299,                          , 293.7  ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           2399
24774,                          , 291.16 ,    0.0 ,    0.0 ,         75, Rain        ,         0,           2695
19467,                          , 272.93 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            717
23502,                          , 284.86 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           1689
14882,                          , 289.58 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            631
31049,                          , 267.785,    0.0 ,    0.0 ,          0, Clear       ,         0,            711
11413,                          , 275.01 ,    0.25,    0.0 ,         64, Rain        ,         1,           2504
20719,                          , 264.08 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           4402
44052,                          , 290.53 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           4184
27899,                          , 288.62 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           4292
 5207,                          , 277.16 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           4866
34525,                          , 291.75 ,    0.0 ,    0.0 ,         90, Rain        ,         0,           5880
27502,                          , 273.601,    0.0 ,    0.0 ,          0, Clear       ,         0,            795
20241,                          , 263.92 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           2795
28382,                          , 274.15 ,    0.0 ,    0.0 ,         90, Rain        ,         0,           4262
13376,                          , 276.36 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           2408
32818,                          , 286.02 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           6907
 2700,                          , 263.87 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           2502
25178,                          , 295.46 ,    0.25,    0.0 ,         90, Rain        ,         0,              2
   61,                          , 289.26 ,    0.0 ,    0.0 ,          0, Clear       ,         0,            368
17585,                          , 295.62 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           6519
35681,                          , 296.65 ,    0.0 ,    0.0 ,          1, Rain        ,         0,            355
47762,                          , 288.62 ,    3.45,    0.0 ,         90, Thunderstorm,         0,           6354
17701,                          , 288.59 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           1037
45985,                          , 293.22 ,    0.0 ,    0.0 ,         90, Rain        ,         1,           4497
30201,                          , 272.55 ,    0.0 ,    0.0 ,          1, Fog         ,         0,            759
18597,                          , 287.76 ,    0.0 ,    0.0 ,          1, Mist        ,         0,           1371
14431,                          , 289.72 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           1150
15225,                          , 296.15 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           3144
18528,                          , 291.68 ,    0.38,    0.0 ,         90, Drizzle     ,         0,            984
 4932,                          , 277.22 ,    0.0 ,    0.0 ,         90, Drizzle     ,         1,           5289
16260,                          , 300.06 ,    0.0 ,    0.0 ,          1, Haze        ,         1,           2621
42134,                          , 267.08 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            591
11791,                          , 258.87 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           3701
31369,                          , 279.29 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           4957
16136,                          , 289.61 ,    0.25,    0.0 ,          1, Rain        ,         0,            911
 1236,                          , 279.24 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           6427
15546,                          , 295.57 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           5168
38969,                          , 277.75 ,    0.0 ,    0.0 ,         75, Clouds      ,         1,           6580
17176,                          , 293.53 ,    1.27,    0.0 ,         90, Rain        ,         0,           2780
12169,                          , 255.91 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           4146
46131,                          , 299.58 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           4664
17782,                          , 290.79 ,    0.0 ,    0.0 ,         90, Mist        ,         1,           5878
44297,                          , 295.86 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           6907
27537,                          , 287.356,    0.0 ,    0.0 ,          0, Clear       ,         1,           4460
29387,                          , 274.21 ,    0.0 ,    0.0 ,         90, Snow        ,         0,           4651
11085,                          , 249.15 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            627
30015,                          , 253.5  ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           4909
17643,                          , 293.82 ,    5.92,    0.0 ,         90, Rain        ,         0,           2336
33740,                          , 288.89 ,    0.0 ,    0.0 ,         90, Thunderstorm,         0,           2733
17263,                          , 291.04 ,    0.0 ,    0.0 ,          1, Mist        ,         0,           5601
17869,                          , 297.93 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           2945
12021,                          , 253.77 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           5737
24693,                          , 301.75 ,    0.0 ,    0.0 ,         75, Rain        ,         0,           4200
30378,                          , 274.65 ,    0.0 ,    0.0 ,         90, Mist        ,         0,            935
47855,                          , 288.84 ,    0.34,    0.0 ,         90, Drizzle     ,         0,           4675
 5091,                          , 273.8  ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           5226
  510,                          , 286.1  ,    0.0 ,    0.0 ,          1, Clear       ,         0,           1984
22750,                          , 286.58 ,    0.0 ,    0.0 ,         90, Rain        ,         1,           5823
 6231,                          , 290.87 ,    0.0 ,    0.0 ,         40, Mist        ,         0,            258
37177,                          , 296.86 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           5081
 1711,                          , 281.44 ,    0.0 ,    0.0 ,         20, Clouds      ,         1,           6434
47900,                          , 288.22 ,    1.3 ,    0.0 ,         90, Rain        ,         1,           5264
34927,                          , 297.82 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           2947
44562,                          , 291.02 ,    0.0 ,    0.0 ,         90, Mist        ,         1,           6420
28404,                          , 274.09 ,    0.0 ,    0.0 ,         90, Mist        ,         0,            478
12996,                          , 272.71 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,            659
23209,                          , 284.18 ,    0.25,    0.0 ,         90, Rain        ,         0,           4888
 2612,                          , 258.79 ,    0.0 ,    0.0 ,         63, Clouds      ,         0,            729
34817,                          , 285.62 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           1171
16456,                          , 293.2  ,    0.3 ,    0.0 ,          1, Rain        ,         0,            436
31716,                          , 263.28 ,    0.0 ,    0.0 ,          1, Snow        ,         1,           5439
14767,                          , 295.58 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,            629
25112,                          , 297.25 ,    0.0 ,    0.0 ,         75, Clouds      ,         1,           4544
47484,                          , 290.85 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           4727
34654,                          , 288.15 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           5719
27664,                          , 284.454,    0.0 ,    0.0 ,         80, Clouds      ,         0,           1151
 8702,                          , 302.02 ,    0.0 ,    0.0 ,          0, Clear       ,         0,           5833
42238,                          , 273.0  ,    0.0 ,    0.0 ,         90, Drizzle     ,         0,            420
31242,                          , 273.01 ,    0.0 ,    0.0 ,         40, Clouds      ,         0,           4885
 1934,                          , 259.76 ,    0.0 ,    0.0 ,         90, Snow        ,         0,            245
35631,                          , 297.15 ,    0.0 ,    0.0 ,         75, Clouds      ,         0,           5436
36618,                          , 289.42 ,    0.0 ,    0.0 ,         90, Rain        ,         0,            381
33795,                          , 279.75 ,    0.0 ,    0.0 ,          1, Clear       ,         0,            375
15364,                          , 292.64 ,    0.0 ,    0.0 ,          0, Clear       ,         0,           2373
 2173,                          , 268.26 ,    0.0 ,    0.0 ,         90, Mist        ,         0,           2855
 5994,                          , 284.93 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           5175
38264,                          , 285.43 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           4379
 3014,                          , 260.0  ,    0.0 ,    0.0 ,         75, Clouds      ,         0,            712
19822,                          , 279.22 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           5456
14707,                          , 298.76 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           5490
35399,                          , 291.48 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           5572
  116,                          , 279.27 ,    0.0 ,    0.0 ,         90, Clouds      ,         0,           6589
12358,                          , 265.14 ,    0.0 ,    0.0 ,          1, Clear       ,         1,           6158
44537,                          , 295.75 ,    0.0 ,    0.0 ,         75, Clouds      ,         1,           3555
44151,                          , 298.63 ,    0.0 ,    0.0 ,         20, Clouds      ,         0,           3187
19476,                          , 285.15 ,    0.0 ,    0.0 ,          1, Clear       ,         0,           5050
  294,                          , 283.04 ,    0.0 ,    0.0 ,         93, Mist        ,         0,           1819
 1100,                          , 280.43 ,    0.0 ,    0.0 ,         90, Rain        ,         1,           2687
 4982,                          , 272.8  ,    0.0 ,    0.0 ,         90, Snow        ,         0,            330
16138,                          , 289.36 ,    0.0 ,    0.0 ,          1, Haze        ,         0,           2947
47482,                          , 285.67 ,    1.27,    0.0 ,          5, Rain        ,         1,           5328
25518,                          , 294.51 ,    0.0 ,    0.0 ,          0, Clear       ,         0,           2755
 6706,                          , 285.93 ,    0.38,    0.0 ,         92, Rain        ,         0,           1293
34470,                          , 295.35 ,    0.0 ,    0.0 ,         75, Mist        ,         0,           4229
27275,                          , 282.049,    0.0 ,    0.0 ,         92, Rain        ,         0,            801
17136,                          , 290.2  ,    0.0 ,    0.0 ,          1, Clear       ,         0,            357
